Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO_AQI,NO2_AQI,NOx_AQI,C6H6_AQI,Overall_AQI
13/11/2004,06.00.00,1,938,218.8118162,3.8,702,147,904,75,1185,753,15.2,61.8,1.0602,11,73,74,91,91
13/11/2004,07.00.00,0.9,925,218.8118162,3.3,672,140,991,86,1154,709,16.1,55.4,1.0089,10,85,70,84,85
13/11/2004,08.00.00,2.1,1157,218.8118162,9.7,967,421,678,124,1365,1087,14.9,64.1,1.0773,24,105,123,,123
13/11/2004,09.00.00,2.1,1169,218.8118162,10.7,1003,350,665,128,1409,1126,15.6,62,1.0904,24,106,116,,116
13/11/2004,10.00.00,3.1,1312,218.8118162,14.7,1139,550,565,164,1568,1386,17.9,54.6,1.11,35,113,135,,135
13/11/2004,11.00.00,3.8,1347,218.8118162,17.6,1227,589,539,199,1627,1476,21.1,44.5,1.0964,43,120,139,,139
13/11/2004,12.00.00,3.7,1321,218.8118162,17.5,1224,537,543,192,1617,1424,20.3,46.7,1.0971,42,118,134,,134
13/11/2004,13.00.00,3.6,1267,218.8118162,14.1,1118,473,592,166,1503,1310,21.5,42.7,1.0837,41,113,128,,128
13/11/2004,14.00.00,3.3,1234,218.8118162,12.1,1053,364,639,133,1476,1114,21.5,43.1,1.0919,38,107,117,,117
13/11/2004,15.00.00,2.1,1101,218.8118162,9.2,947,270,699,118,1374,1029,21.5,43.4,1.0965,24,104,108,148,148
13/11/2004,16.00.00,2.3,1149,218.8118162,10.6,998,368,664,133,1434,1101,20.8,45.5,1.1054,26,107,117,,117
13/11/2004,17.00.00,2.1,1094,218.8118162,9,941,318,695,128,1371,1040,19.2,49.6,1.0893,24,106,112,146,146
13/11/2004,18.00.00,1.9,1056,218.8118162,7.5,878,244,758,116,1308,856,18.3,51.6,1.0732,22,104,105,131,131
13/11/2004,19.00.00,1.9,1030,218.8118162,8,899,234,767,118,1275,836,17.7,51.5,1.0357,22,104,104,136,136
13/11/2004,20.00.00,2.3,1075,218.8118162,9.1,943,296,752,142,1305,894,17.2,51.5,1.0015,26,109,110,147,147
13/11/2004,21.00.00,1.7,927,218.8118162,4.7,748,205,888,113,1157,696,15.9,54.9,0.9853,19,103,101,103,103
13/11/2004,22.00.00,0.8,793,218.8118162,1.8,570,95,1143,59,1036,524,14,55.2,0.8807,9,56,48,63,63
13/11/2004,23.00.00,0.8,796,218.8118162,2.1,589,93,1136,52,1026,506,13.3,53,0.8044,9,49,46,67,67
14/11/2004,00.00.00,0.8,780,218.8118162,1.8,568,100,1190,57,997,453,11.9,55.5,0.7711,9,54,50,63,63
14/11/2004,01.00.00,0.8,774,218.8118162,1.8,569,100,1222,58,984,434,11.4,54.6,0.7363,9,55,50,63,63
14/11/2004,02.00.00,0.6,718,218.8118162,1,500,63,1401,44,914,373,10.4,53.7,0.6749,7,42,32,52,52
14/11/2004,03.00.00,0.4,705,218.8118162,0.8,478,246.8967349,1546,113.0912508,885,330,9.9,54.3,0.6609,5,103,106,43,106
14/11/2004,04.00.00,0.3,689,218.8118162,0.7,470,36,1643,26,863,305,9.8,51.3,0.6225,3,25,18,37,37
14/11/2004,05.00.00,0.3,678,218.8118162,0.4,427,24,1771,20,853,286,9.5,52.2,0.6198,3,19,12,21,21
14/11/2004,06.00.00,0.2,655,218.8118162,0.2,402,20,2077,17,814,268,10,45.7,0.5598,2,16,10,11,16
14/11/2004,07.00.00,0.2,649,218.8118162,0.2,397,25,2062,21,798,261,10.2,41.9,0.5209,2,20,12,11,20
14/11/2004,08.00.00,0.3,647,218.8118162,0.3,412,39,1964,29,779,274,10.6,36.1,0.4624,3,27,20,16,27
14/11/2004,09.00.00,0.3,667,218.8118162,0.4,429,57,1793,39,790,291,10.7,36,0.4623,3,37,28,21,37
14/11/2004,10.00.00,0.4,669,218.8118162,0.5,444,59,1664,41,791,304,10.8,35.4,0.4583,5,39,30,27,39
14/11/2004,11.00.00,0.4,667,218.8118162,0.6,455,65,1716,44,786,301,11.4,32.9,0.4435,5,42,32,32,42
14/11/2004,12.00.00,0.6,705,218.8118162,1.1,508,93,1494,54,820,329,12.4,32,0.4583,7,51,46,53,53
14/11/2004,13.00.00,0.6,710,218.8118162,1.2,523,112,1479,62,827,350,12.4,31.3,0.45,7,60,56,55,60
14/11/2004,14.00.00,0.6,713,218.8118162,1.4,539,110,1593,62,829,380,12.2,31.8,0.4514,7,60,55,57,60
14/11/2004,15.00.00,0.5,703,218.8118162,1.1,512,81,2121,48,837,356,10.5,37.9,0.4821,6,45,40,53,53
14/11/2004,16.00.00,0.6,738,218.8118162,1.3,529,100,1991,59,876,383,9.6,44.2,0.5289,7,56,50,56,56
14/11/2004,17.00.00,0.7,795,218.8118162,1.8,569,109,1773,63,959,429,8.2,57.9,0.6293,8,61,55,63,63
14/11/2004,18.00.00,1.4,861,218.8118162,4.7,750,148,1481,78,1051,556,7.3,63.5,0.6519,16,77,74,103,103
14/11/2004,19.00.00,1.2,836,218.8118162,3,653,207,1798,99,978,537,8.4,55.7,0.6155,14,99,102,80,102
14/11/2004,20.00.00,1.1,812,218.8118162,3,652,210,1586,106,964,554,9.1,49.6,0.5765,12,102,102,80,102
14/11/2004,21.00.00,1,771,218.8118162,2.8,642,180,1678,97,915,518,10,41.4,0.5102,11,97,90,77,97
14/11/2004,22.00.00,0.6,711,218.8118162,1.6,556,109,1938,67,840,416,10.4,36.2,0.4561,7,65,55,60,65
14/11/2004,23.00.00,0.8,741,218.8118162,2.3,607,128,1312,73,865,433,11.3,32.3,0.4329,9,71,64,70,71
15/11/2004,00.00.00,0.6,696,218.8118162,1.3,532,96,1416,62,814,393,10.9,33.5,0.4378,7,60,48,56,60
15/11/2004,01.00.00,0.5,692,218.8118162,1.1,507,65,1483,44,811,353,10.6,34.9,0.4455,6,42,32,53,53
15/11/2004,02.00.00,0.3,679,218.8118162,0.6,449,42,1666,31,800,314,10.7,36.1,0.4639,3,29,21,32,32
15/11/2004,03.00.00,0.2,676,218.8118162,0.4,429,246.8967349,1750,113.0912508,803,296,11,37.3,0.488,2,103,106,21,106
15/11/2004,04.00.00,2.152749544,681,218.8118162,0.4,428,24,1768,21,817,297,10.7,39.2,0.5045,24,20,12,21,24
15/11/2004,05.00.00,0.3,683,218.8118162,0.4,426,28,1775,22,805,302,10.4,38.6,0.4862,3,21,14,21,21
15/11/2004,06.00.00,0.4,704,218.8118162,0.8,478,55,1498,41,821,348,10.4,37.4,0.4717,5,39,28,43,43
15/11/2004,07.00.00,0.7,767,218.8118162,2,588,181,1292,94,885,508,10.5,37,0.4707,8,94,91,66,94
15/11/2004,08.00.00,2,964,218.8118162,8.7,928,480,871,167,1130,936,10.7,37.9,0.487,23,113,128,143,143
15/11/2004,09.00.00,2.4,925,218.8118162,8.6,923,442,841,162,1115,944,11.1,38.1,0.5023,27,113,125,142,142
15/11/2004,10.00.00,1.8,883,218.8118162,6.8,849,361,910,141,1053,843,12.6,36.6,0.5314,20,109,117,124,124
15/11/2004,11.00.00,1.6,894,218.8118162,6.2,820,288,932,127,1072,820,13.8,36.2,0.569,18,106,110,118,118
15/11/2004,12.00.00,1.7,881,218.8118162,6.4,831,330,911,116,1074,793,13.4,37.1,0.5683,19,104,114,120,120
15/11/2004,13.00.00,1.8,867,218.8118162,6.7,842,300,909,104,1077,737,13.5,34.9,0.5393,20,102,111,123,123
15/11/2004,14.00.00,1.7,856,218.8118162,6.2,821,239,937,111,1043,718,13.7,32.2,0.5032,19,103,105,118,118
15/11/2004,15.00.00,1.7,862,218.8118162,6.7,843,265,930,114,1032,743,13.6,32.1,0.4977,19,103,107,123,123
15/11/2004,16.00.00,1.7,891,218.8118162,7.8,891,287,874,121,1077,848,13.5,31.8,0.4876,19,105,109,134,134
15/11/2004,17.00.00,2.6,931,218.8118162,11.5,1032,403,795,164,1098,991,13.5,27.9,0.4287,30,113,121,,121
15/11/2004,18.00.00,4,1025,218.8118162,16.7,1202,515,691,194,1263,1191,12.7,28.9,0.4233,45,119,132,,132
15/11/2004,19.00.00,3.8,1029,218.8118162,16.6,1198,446,694,175,1305,1169,12.6,30.2,0.4384,43,115,125,,125
15/11/2004,20.00.00,4,1038,218.8118162,16.3,1190,501,685,180,1291,1167,12.3,32,0.4553,45,116,130,,130
15/11/2004,21.00.00,2.4,904,218.8118162,8.6,924,355,846,147,1083,966,12,34.3,0.4787,27,110,116,142,142
15/11/2004,22.00.00,1.4,844,218.8118162,5.4,782,217,969,112,1003,796,11.6,37.3,0.5095,16,103,103,110,110
15/11/2004,23.00.00,1.3,839,218.8118162,4,711,180,1029,94,990,712,11.3,40.3,0.5406,15,94,90,94,94
16/11/2004,00.00.00,1.3,844,218.8118162,3.9,705,167,1035,91,986,701,11.3,41.8,0.561,15,90,84,93,93
16/11/2004,01.00.00,1,800,218.8118162,2.8,641,126,1113,76,957,591,11.2,42,0.5582,11,74,63,77,77
16/11/2004,02.00.00,0.8,786,218.8118162,2.2,596,113,1178,73,937,609,11,42.6,0.5595,9,71,57,69,71
16/11/2004,03.00.00,0.6,737,218.8118162,0.9,492,246.8967349,1391,113.0912508,880,467,11.2,41.3,0.5498,7,103,106,48,106
16/11/2004,04.00.00,0.4,732,218.8118162,0.7,472,37,1461,32,866,391,11.1,40.8,0.5395,5,30,18,37,37
16/11/2004,05.00.00,0.5,737,218.8118162,0.7,468,50,1481,40,869,395,10.7,41.8,0.536,6,38,25,37,38
16/11/2004,06.00.00,0.5,778,218.8118162,1.2,517,96,1330,63,890,510,10.2,43.6,0.5405,6,61,48,55,61
16/11/2004,07.00.00,0.9,867,218.8118162,3.3,669,271,1069,119,981,779,10.1,44,0.5434,10,104,108,84,108
16/11/2004,08.00.00,3.5,1248,218.8118162,16.6,1197,892,641,202,1405,1395,10.1,45.6,0.5632,40,120,,,120
16/11/2004,09.00.00,5.2,1389,218.8118162,26.3,1463,1071,518,222,1694,1706,11.3,43.9,0.5867,58,124,,,124
16/11/2004,10.00.00,4.3,1184,218.8118162,16.4,1193,839,626,212,1327,1479,14.5,33.8,0.5541,49,122,,,122
16/11/2004,11.00.00,3.5,1160,218.8118162,15.5,1165,713,655,219,1325,1403,17.5,26.4,0.5228,40,123,,,123
16/11/2004,12.00.00,2.6,982,218.8118162,10.7,1003,498,1037,189,1117,1072,17.2,22.4,0.4354,30,118,130,,130
16/11/2004,13.00.00,2.5,948,218.8118162,11.1,1017,389,1065,147,1077,929,17.3,20.4,0.4011,28,110,119,,119
16/11/2004,14.00.00,2.8,1017,218.8118162,11.7,1039,457,769,161,1149,1024,18.1,21,0.4321,32,112,126,,126
16/11/2004,15.00.00,2.2,985,218.8118162,10.9,1011,425,779,148,1138,1010,17.9,22.3,0.4537,25,110,123,,123
16/11/2004,16.00.00,2.4,1017,218.8118162,11.4,1029,483,768,148,1160,1046,17.6,23.7,0.473,27,110,129,,129
16/11/2004,17.00.00,3.5,1121,218.8118162,16.3,1190,604,673,188,1297,1264,16.7,25.9,0.4886,40,117,141,,141
16/11/2004,18.00.00,4.2,1129,218.8118162,18.5,1255,648,634,206,1370,1365,14.8,29.6,0.4965,48,121,145,,145
16/11/2004,19.00.00,3.1,1101,218.8118162,14.5,1134,427,683,168,1283,1281,13.6,34,0.5251,35,114,123,,123
16/11/2004,20.00.00,3.2,1182,218.8118162,15.8,1175,461,637,171,1363,1463,13.4,40.4,0.6178,36,114,127,,127
16/11/2004,21.00.00,2.8,1144,218.8118162,13.2,1091,436,671,171,1295,1388,11.8,44.3,0.6121,32,114,124,,124
16/11/2004,22.00.00,2.2,1046,218.8118162,7.8,890,300,791,142,1109,1195,10.7,47.5,0.6108,25,109,111,134,134
16/11/2004,23.00.00,1.8,990,218.8118162,6.1,817,277,849,134,1071,1111,10.2,49.4,0.6138,20,107,108,117,117
17/11/2004,00.00.00,1.7,974,218.8118162,5,764,196,910,107,1029,992,9.5,51,0.6045,19,102,98,106,106
17/11/2004,01.00.00,1.6,953,218.8118162,5.3,778,277,885,121,1051,1019,7.7,57.9,0.6107,18,105,108,109,109
17/11/2004,02.00.00,1.1,868,218.8118162,2.9,647,131,1054,85,962,828,8.4,54.5,0.6022,12,84,66,79,84
17/11/2004,03.00.00,0.8,833,218.8118162,1.9,574,246.8967349,1150,113.0912508,930,752,7.9,55.4,0.593,9,103,106,64,106
17/11/2004,04.00.00,0.7,786,218.8118162,1.2,522,97,1253,68,910,699,6.2,61,0.5824,8,66,48,55,66
17/11/2004,05.00.00,0.8,834,218.8118162,1.6,551,105,1193,69,917,719,6.8,58.6,0.5813,9,67,53,60,67
17/11/2004,06.00.00,0.9,845,218.8118162,2,583,138,1132,81,929,761,5.7,62.7,0.5801,10,80,69,66,80
17/11/2004,07.00.00,1.2,929,218.8118162,4,713,183,987,92,1002,830,5.9,62,0.5811,14,91,92,94,94
17/11/2004,08.00.00,3.3,1234,218.8118162,15.4,1161,664,629,200,1386,1318,6.3,61.7,0.5926,38,120,146,,146
17/11/2004,09.00.00,3.8,1270,218.8118162,19,1267,611,565,201,1434,1482,7.5,58.8,0.6117,43,120,141,,141
17/11/2004,10.00.00,3.2,1241,218.8118162,14.6,1135,600,622,213,1280,1474,11.4,45.4,0.6113,36,122,140,,140
17/11/2004,11.00.00,2.152749544,1268,218.8118162,16,1180,246.8967349,593,113.0912508,1323,1632,14.1,39.2,0.6278,24,103,106,,106
17/11/2004,12.00.00,3.2,1248,218.8118162,14.4,1131,878,615,187,1296,1592,13.3,42.3,0.6448,36,117,,,117
17/11/2004,13.00.00,4.2,1317,218.8118162,19,1269,905,554,205,1446,1679,14.7,38.9,0.6462,48,121,,,121
17/11/2004,14.00.00,4.3,1308,218.8118162,20.3,1306,808,553,212,1471,1670,16.5,32.9,0.6127,49,122,,,122
17/11/2004,15.00.00,4,1321,218.8118162,19.5,1281,858,557,198,1442,1650,17.4,32.7,0.6422,45,119,,,119
17/11/2004,16.00.00,4.1,1360,218.8118162,21,1325,839,535,171,1513,1692,17.3,33.9,0.6627,47,114,,,114
17/11/2004,17.00.00,7.8,1659,218.8118162,35.9,1685,1290,423,272,1946,2155,16,41.5,0.7483,84,133,,,133
17/11/2004,18.00.00,10.2,1802,218.8118162,47.7,1924,748,356,192,2235,2452,13.7,52.8,0.8244,113,118,,,118
17/11/2004,19.00.00,6.6,1549,218.8118162,30.1,1553,1148,446,288,1796,2032,13,55.1,0.824,72,136,,,136
17/11/2004,20.00.00,4.3,1407,218.8118162,22,1351,729,516,254,1557,1751,12.4,56.8,0.8141,49,130,,,130
17/11/2004,21.00.00,4.9,1374,218.8118162,19,1268,810,536,267,1531,1675,10.7,62.1,0.7972,55,132,,,132
17/11/2004,22.00.00,2.6,1127,218.8118162,9.2,948,427,703,198,1188,1312,10.5,61.1,0.7755,30,119,123,148,148
17/11/2004,23.00.00,2.3,1096,218.8118162,7.1,860,274,777,145,1131,1179,9.7,62.5,0.7509,26,109,108,127,127
18/11/2004,00.00.00,2.7,1119,218.8118162,8.2,908,387,735,167,1173,1197,8.8,65.5,0.7435,31,113,119,138,138
18/11/2004,01.00.00,2.2,999,218.8118162,5.1,771,235,864,127,1068,995,8.8,63.8,0.7236,25,106,104,107,107
18/11/2004,02.00.00,2,987,218.8118162,5.6,794,225,852,119,1106,971,8.5,65,0.7221,23,104,103,112,112
18/11/2004,03.00.00,1.3,912,218.8118162,3.5,685,246.8967349,934,113.0912508,1050,876,7.5,69.3,0.7201,15,103,106,87,106
18/11/2004,04.00.00,1.2,893,218.8118162,3.8,701,185,935,84,1045,844,6.4,74,0.7134,14,83,93,91,93
18/11/2004,05.00.00,1.1,878,218.8118162,3.6,687,212,964,89,1035,813,5.9,76.6,0.7179,12,88,102,89,102
18/11/2004,06.00.00,1.4,996,218.8118162,6.6,841,358,797,122,1127,1005,6.1,76.7,0.7271,16,105,116,122,122
18/11/2004,07.00.00,2.1,1119,218.8118162,9.9,974,531,710,162,1224,1170,6.8,74.5,0.7415,24,113,133,,133
18/11/2004,08.00.00,4.5,1407,218.8118162,21.5,1339,992,531,225,1584,1533,7.7,72.5,0.7666,51,124,,,124
18/11/2004,09.00.00,5.6,1503,218.8118162,27.8,1498,1132,469,249,1749,1783,8.9,67.4,0.7714,62,129,,,129
18/11/2004,10.00.00,5.6,1446,218.8118162,22.9,1374,1195,499,282,1560,1818,11.4,58.3,0.7868,62,135,,,135
18/11/2004,11.00.00,4.7,1416,218.8118162,20.2,1302,1120,526,278,1471,1826,13.4,52.8,0.8086,53,134,,,134
18/11/2004,12.00.00,4.2,1448,218.8118162,19.7,1288,870,518,251,1506,1839,15.8,50.1,0.892,48,129,,,129
18/11/2004,13.00.00,3.6,1282,218.8118162,13.8,1111,570,586,208,1455,1428,18.3,50,1.0431,41,121,137,,137
18/11/2004,14.00.00,3.2,1271,218.8118162,15.3,1157,384,572,187,1483,1353,18.8,49.2,1.0548,36,117,119,,119
18/11/2004,15.00.00,3.1,1321,218.8118162,15.9,1178,381,552,182,1539,1491,18.4,49.6,1.0391,35,116,119,,119
18/11/2004,16.00.00,3.8,1362,218.8118162,17.4,1223,541,535,212,1597,1517,18.3,51,1.0586,43,122,134,,134
18/11/2004,17.00.00,3.9,1316,218.8118162,17.6,1228,484,540,174,1610,1413,17.6,53.1,1.0596,44,115,129,,129
18/11/2004,18.00.00,4.6,1374,218.8118162,20.4,1307,549,521,220,1709,1429,17.3,53.6,1.0472,52,124,135,,135
18/11/2004,19.00.00,4.9,1388,218.8118162,22.6,1367,596,500,214,1722,1503,16.8,55.2,1.048,55,122,140,,140
18/11/2004,20.00.00,5.4,1422,218.8118162,25.1,1432,620,474,212,1852,1636,16.6,56.5,1.0551,60,122,142,,142
18/11/2004,21.00.00,4.3,1281,218.8118162,17.2,1216,542,548,191,1604,1687,16.3,58.1,1.0648,49,118,134,,134
18/11/2004,22.00.00,3.1,1192,218.8118162,11.7,1040,381,640,160,1441,1405,15.9,59,1.059,35,112,119,,119
18/11/2004,23.00.00,2.5,1108,218.8118162,9.2,945,270,692,130,1355,1199,15.9,59.4,1.0628,28,106,108,148,148
19/11/2004,00.00.00,2.4,1071,218.8118162,7.7,885,284,740,133,1298,1090,15.7,60.9,1.0774,27,107,109,133,133
19/11/2004,01.00.00,1.9,999,218.8118162,5.6,793,204,817,110,1242,898,16.1,59.5,1.0811,22,103,101,112,112
19/11/2004,02.00.00,1.3,925,218.8118162,3.3,670,93,940,65,1173,663,15.5,63.8,1.1119,15,63,46,84,84
19/11/2004,03.00.00,1.2,886,218.8118162,2.3,608,246.8967349,1013,113.0912508,1143,611,14.9,65.3,1.1018,14,103,106,70,106
19/11/2004,04.00.00,1.1,888,218.8118162,2.1,590,51,1009,41,1152,625,14.7,64.4,1.0704,12,39,26,67,67
19/11/2004,05.00.00,0.9,863,218.8118162,1.3,531,45,1097,36,1095,606,14.7,59.8,0.9968,10,34,22,56,56
19/11/2004,06.00.00,1,870,218.8118162,1.6,550,68,1126,45,1078,515,15.4,55.9,0.9722,11,42,34,60,60
19/11/2004,07.00.00,1.6,1043,218.8118162,5.3,776,198,800,98,1248,826,14.5,63,1.0319,18,98,99,109,109
19/11/2004,08.00.00,4.8,1478,218.8118162,20.5,1310,633,492,194,1775,1542,14.7,63.1,1.0513,54,119,143,,143
19/11/2004,09.00.00,5.9,1436,218.8118162,22.7,1371,548,458,191,1808,1626,15.2,62.2,1.0641,65,118,135,,135
19/11/2004,10.00.00,5.6,1354,218.8118162,16.7,1201,588,529,193,1593,1538,16.1,59.2,1.0736,62,118,139,,139
19/11/2004,11.00.00,3.5,1290,218.8118162,13.8,1110,612,571,231,1512,1441,17,55.9,1.0741,40,126,141,,141
19/11/2004,12.00.00,2.8,1203,218.8118162,11.8,1043,428,617,202,1470,1217,17.6,52.2,1.0396,32,120,123,,123
19/11/2004,13.00.00,3.6,1298,218.8118162,15.2,1156,463,549,188,1582,1320,17.3,55.4,1.0836,41,117,127,,127
19/11/2004,14.00.00,4.8,1352,218.8118162,17.9,1236,479,522,184,1659,1368,17.8,53.5,1.0833,54,117,128,,128
19/11/2004,15.00.00,5,1247,218.8118162,14.8,1142,469,574,222,1547,1199,18.3,52.3,1.0922,56,124,127,,127
19/11/2004,16.00.00,5.6,1375,218.8118162,18.3,1247,583,531,221,1650,1375,18.3,52.8,1.1016,62,124,139,,139
19/11/2004,17.00.00,7.5,1553,218.8118162,24.4,1414,760,455,193,1851,1682,17.7,56.6,1.133,81,118,,,118
19/11/2004,18.00.00,7.2,1521,218.8118162,25,1430,691,449,187,1907,1761,17.3,58.2,1.1435,78,117,149,,149
19/11/2004,19.00.00,8.3,1623,218.8118162,29.8,1547,832,414,188,2040,1883,16.2,62.6,1.1455,89,117,,,117
19/11/2004,20.00.00,8.6,1510,218.8118162,27.9,1501,881,456,185,1901,1855,15.2,57.5,0.9829,92,117,,,117
19/11/2004,21.00.00,4.3,837,218.8118162,6.5,835,390,896,146,960,1078,14.2,27.7,0.4451,49,110,120,121,121
19/11/2004,22.00.00,2.6,667,218.8118162,3.6,689,207,1210,120,709,620,13.4,14.3,0.2185,30,105,102,89,105
19/11/2004,23.00.00,2.6,695,218.8118162,4,711,204,1193,110,739,645,12.8,14.8,0.218,30,103,101,94,103
20/11/2004,00.00.00,2.7,683,218.8118162,3.6,686,243,1240,121,702,627,12.2,14,0.1988,31,105,105,89,105
20/11/2004,01.00.00,2.7,695,218.8118162,4,709,264,1236,126,717,645,12,14.5,0.2029,31,106,107,94,107
20/11/2004,02.00.00,2.6,703,218.8118162,3.5,685,215,1218,117,734,641,10.8,17,0.2193,30,104,102,87,104
20/11/2004,03.00.00,2.4,698,218.8118162,2.4,614,246.8967349,1286,113.0912508,718,591,10.4,19.2,0.242,27,103,106,72,106
20/11/2004,04.00.00,2.152749544,714,218.8118162,2.3,605,146,1278,94,738,594,9.7,22.5,0.2698,24,94,73,70,94
20/11/2004,05.00.00,0.6,692,218.8118162,1.5,546,92,1347,70,697,500,9,23.1,0.2648,7,68,46,59,68
20/11/2004,06.00.00,0.7,729,218.8118162,2.8,639,174,1234,96,773,628,8.7,24.7,0.2785,8,96,87,77,96
20/11/2004,07.00.00,1.2,880,218.8118162,6,812,294,928,136,954,1040,6.9,39.4,0.3948,14,108,110,116,116
20/11/2004,08.00.00,2,974,218.8118162,11.1,1019,412,769,177,1122,1159,6.3,44.8,0.431,23,115,122,,122
20/11/2004,09.00.00,2.8,1086,218.8118162,15.3,1157,573,674,214,1237,1330,7.2,43.2,0.4417,32,122,138,,138
20/11/2004,10.00.00,2.9,1087,218.8118162,17.1,1213,661,668,243,1216,1402,11.9,27.9,0.3882,33,128,146,,146
20/11/2004,11.00.00,2.2,933,218.8118162,10.3,990,555,849,192,956,1104,14.8,17.9,0.2977,25,118,136,,136
20/11/2004,12.00.00,1.6,852,218.8118162,8.5,919,363,967,149,831,855,14.8,14.3,0.2397,18,110,117,141,141
20/11/2004,13.00.00,1.5,882,218.8118162,10.4,993,302,902,141,941,862,14.7,15.5,0.2586,17,109,111,,111
20/11/2004,14.00.00,1.9,888,218.8118162,10.9,1009,340,866,137,937,973,14.7,16.6,0.2756,22,108,115,,115
20/11/2004,15.00.00,1.5,878,218.8118162,10.6,1000,306,880,138,942,936,14.8,15.6,0.2615,17,108,111,,111
20/11/2004,16.00.00,1.8,892,218.8118162,11.1,1018,377,879,149,931,1009,15.3,14.3,0.2462,20,110,118,,118
20/11/2004,17.00.00,3.4,1117,218.8118162,21.1,1327,625,692,196,1302,1475,13.5,19.5,0.3003,39,119,143,,143
20/11/2004,18.00.00,4.6,1252,218.8118162,22.3,1359,870,604,239,1380,1765,11.1,31.8,0.4187,52,127,,,127
20/11/2004,19.00.00,1.6,1012,218.8118162,10.6,999,421,785,164,1057,1329,10.2,33.4,0.4143,18,113,123,,123
20/11/2004,20.00.00,1.2,1025,218.8118162,8.4,916,294,832,149,1018,1262,9.5,35.9,0.4273,14,110,110,140,140
20/11/2004,21.00.00,1.2,1033,218.8118162,7.6,881,339,855,159,999,1230,8,39.8,0.4286,14,112,115,132,132
20/11/2004,22.00.00,0.9,1008,218.8118162,7.1,861,260,858,149,991,1229,6.6,44.1,0.4333,10,110,107,127,127
20/11/2004,23.00.00,0.7,992,218.8118162,7.2,867,256,876,133,997,1196,6.1,45.2,0.4295,8,107,106,128,128
21/11/2004,00.00.00,2.5,1187,218.8118162,13.9,1114,572,700,216,1193,1433,5.2,50.8,0.452,28,123,137,,137
21/11/2004,01.00.00,1.5,1065,218.8118162,9.7,968,428,808,196,1059,1249,4.9,53,0.4629,17,119,123,,123
21/11/2004,02.00.00,0.5,889,218.8118162,4.9,760,195,968,120,919,983,5.3,48.7,0.4364,6,105,98,105,105
21/11/2004,03.00.00,0.3,901,218.8118162,5.1,767,246.8967349,961,113.0912508,944,965,4.2,53.6,0.4454,3,103,106,107,107
21/11/2004,04.00.00,0.5,875,218.8118162,5.6,795,160,928,101,965,932,3.1,56.3,0.4368,6,101,80,112,112
21/11/2004,05.00.00,0.1,808,218.8118162,2.8,636,101,1120,75,862,770,4.1,52.2,0.4338,1,73,51,77,77
21/11/2004,06.00.00,0.2,858,218.8118162,2.7,633,97,1136,73,878,788,3.5,55.9,0.4431,2,71,48,76,76
21/11/2004,07.00.00,2.152749544,819,218.8118162,3.6,690,127,1051,84,907,819,1.8,61.7,0.4376,24,83,64,89,89
21/11/2004,08.00.00,0.2,862,218.8118162,4.9,757,227,983,116,938,879,1.3,65.3,0.4457,2,104,104,105,105
21/11/2004,09.00.00,0.5,877,218.8118162,5.6,793,253,944,132,951,924,3.2,57,0.4434,6,107,106,112,112
21/11/2004,10.00.00,0.4,941,218.8118162,6.4,832,234,914,125,970,964,7.2,42.8,0.4356,5,106,104,120,120
21/11/2004,11.00.00,0.8,983,218.8118162,6.8,846,291,871,148,996,1055,10.3,34.2,0.4291,9,110,110,124,124
21/11/2004,12.00.00,1.5,1067,218.8118162,10.1,981,402,755,186,1104,1383,10.9,33.8,0.4393,17,117,121,,121
21/11/2004,13.00.00,1.9,1100,218.8118162,11.2,1022,492,752,193,1101,1367,12.2,30,0.4245,22,118,130,,130
21/11/2004,14.00.00,1.1,958,218.8118162,8.7,928,351,841,174,986,1120,13.3,24.3,0.3686,12,115,116,143,143
21/11/2004,15.00.00,0.3,866,218.8118162,5,763,160,1018,106,859,775,15.2,18.7,0.3214,3,102,80,106,106
21/11/2004,16.00.00,0.9,1018,218.8118162,8.2,907,292,889,127,981,1150,14.9,21.7,0.3646,10,106,110,138,138
21/11/2004,17.00.00,2.1,1175,218.8118162,12.7,1074,537,748,172,1134,1528,13.1,25.4,0.3814,24,114,134,,134
21/11/2004,18.00.00,2.4,1197,218.8118162,10.9,1012,607,717,179,1103,1655,11.7,32.7,0.4472,27,116,141,,141
21/11/2004,19.00.00,1.6,1110,218.8118162,7.4,872,308,822,150,971,1393,10.1,34.4,0.4249,18,110,112,130,130
21/11/2004,20.00.00,1.1,1060,218.8118162,6.3,825,277,854,147,967,1338,9.8,36,0.4364,12,110,108,119,119
21/11/2004,21.00.00,1.3,1136,218.8118162,7.7,885,348,806,163,1006,1403,7.1,43.2,0.436,15,113,115,133,133
21/11/2004,22.00.00,0.8,1049,218.8118162,7.2,864,267,818,145,1010,1327,5.9,47.8,0.4459,9,109,107,128,128
21/11/2004,23.00.00,1,1053,218.8118162,7,859,399,810,186,1008,1346,5.3,50.5,0.453,11,117,120,126,126
22/11/2004,00.00.00,0.3,970,218.8118162,5,763,163,917,116,930,1132,5.6,48,0.4412,3,104,82,106,106
